计费帐户ID (BillingAccountId),计费帐户名称 (BillingAccountName),计费周期开始日期 (BillingPeriodStartDate),计费周期结束日期 (BillingPeriodEndDate),计费对象信息ID (BillingProfileId),计费对象信息名称 (BillingProfileName),帐户所有者ID (AccountOwnerId),帐户名 (AccountName),订阅ID (SubscriptionId),订阅名称 (SubscriptionName),日期 (Date),产品 (Product),商品编号 (PartNumber),计量ID (MeterId),服务系列 (ServiceFamily),计量类别 (MeterCategory),计量子类别 (MeterSubCategory),计量区域 (MeterRegion),计量名称 (MeterName),数量 (Quantity),有效价格 (EffectivePrice),成本 (Cost),单位价格 (UnitPrice),计费货币 (BillingCurrency),资源位置 (ResourceLocation),可用性区域 (AvailabilityZone),已使用的服务 (ConsumedService),资源ID (ResourceId),资源名称 (ResourceName),服务信息1 (ServiceInfo1),服务信息2 (ServiceInfo2),其他信息 (AdditionalInfo),标记 (Tags),发票科目ID (InvoiceSectionId),发票科目 (InvoiceSection),成本中心 (CostCenter),度量单位 (UnitOfMeasure),资源组 (ResourceGroup),预留ID (ReservationId),预留名称 (ReservationName),产品订单ID (ProductOrderId),产品订单名称 (ProductOrderName),产品/服务ID (OfferId),IsAzureCreditEligible (IsAzureCreditEligible),术语 (Term),发布者名称 (PublisherName),计划名称 (PlanName),费用类型 (ChargeType),频率 (Frequency),发布者类型 (PublisherType),PayGPrice (PayGPrice),PricingModel (PricingModel),CostAllocationRuleName (CostAllocationRuleName),benefitId (benefitId),benefitName (benefitName)
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,ai@yunyan01.onmicrosoft.com,深圳市云燕信息技术有限公司,e17f5dd4-8666-477e-9b7d-de1737ea90e9,ai,02/05/2025,Azure OpenAI - gpt-4-turbo128K Outp-glbl Tokens - FR Central,AAR-37229,c3df8629-3e1e-5aae-8b6b-4cf8ded33fab,Compute,Cognitive Services,Azure OpenAI,FR Central,gpt-4-turbo128K Outp-glbl Tokens,117.863,0.21994,25.92278822,0.21994,CNY,francecentral,,Microsoft.CognitiveServices,/subscriptions/e17f5dd4-8666-477e-9b7d-de1737ea90e9/resourceGroups/openai/providers/Microsoft.CognitiveServices/accounts/dora-france-central-gpt,dora-france-central-gpt,,,,"""deployment"": ""cscrm""",198711,广州越光信息科技有限公司,,1K,openai,,,,,MS-AZR-0017P,True,,Microsoft,gpt-4-turbo128K Outp-glbl,Usage,UsageBased,Azure,0.21994,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,ai@yunyan01.onmicrosoft.com,深圳市云燕信息技术有限公司,e17f5dd4-8666-477e-9b7d-de1737ea90e9,ai,02/07/2025,Azure OpenAI - gpt-4-turbo128K Inp-glbl Tokens - FR Central,AAR-37050,f2ea3e4b-b16d-5677-9806-a1efc847ea8a,Compute,Cognitive Services,Azure OpenAI,FR Central,gpt-4-turbo128K Inp-glbl Tokens,1982.4050000000002,0.07331,145.33011055,0.07331,CNY,francecentral,,Microsoft.CognitiveServices,/subscriptions/e17f5dd4-8666-477e-9b7d-de1737ea90e9/resourceGroups/openai/providers/Microsoft.CognitiveServices/accounts/dora-france-central-gpt,dora-france-central-gpt,,,,"""deployment"": ""cscrm""",198711,广州越光信息科技有限公司,,1K,openai,,,,,MS-AZR-0017P,True,,Microsoft,gpt-4-turbo128K Inp-glbl,Usage,UsageBased,Azure,0.07331,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,ai@yunyan01.onmicrosoft.com,深圳市云燕信息技术有限公司,e17f5dd4-8666-477e-9b7d-de1737ea90e9,ai,02/03/2025,Azure OpenAI - gpt 4o 0513 Input global Tokens - US West,AAR-76983,7ae9c2ff-43c6-5fe0-b052-b77216263d29,Compute,Cognitive Services,Azure OpenAI,California,gpt 4o 0513 Input global Tokens,146.387,0.036657,5.366108259,0.036657,CNY,WestUS,,Microsoft.CognitiveServices,/subscriptions/e17f5dd4-8666-477e-9b7d-de1737ea90e9/resourceGroups/openai/providers/Microsoft.CognitiveServices/accounts/dora-west-us-gpt,dora-west-us-gpt,,,,"""deployment"": ""ssq""",198711,广州越光信息科技有限公司,,1K,openai,,,,,MS-AZR-0017P,True,,Microsoft,gpt 4o 0513 Input global,Usage,UsageBased,Azure,0.036657,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,ai@yunyan01.onmicrosoft.com,深圳市云燕信息技术有限公司,e17f5dd4-8666-477e-9b7d-de1737ea90e9,ai,02/01/2025,Azure OpenAI - gpt-4-turbo128K Inp-glbl Tokens - US East,AAR-42589,f0da7054-89f3-5ba6-bea7-c210da5512d2,Compute,Cognitive Services,Azure OpenAI,Virginia,gpt-4-turbo128K Inp-glbl Tokens,4124.872,0.07331,302.39436632,0.07331,CNY,EastUS,,Microsoft.CognitiveServices,/subscriptions/e17f5dd4-8666-477e-9b7d-de1737ea90e9/resourceGroups/openai/providers/Microsoft.CognitiveServices/accounts/dora-east-us-gpt,dora-east-us-gpt,,,,"""deployment"": ""cscrm""",198711,广州越光信息科技有限公司,,1K,openai,,,,,MS-AZR-0017P,True,,Microsoft,gpt-4-turbo128K Inp-glbl,Usage,UsageBased,Azure,0.07331,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,cl@xuannatech.onmicrosoft.com,上海泫拿科技有限公司,13e0be24-35ac-492c-bf7c-d364e69c3a6a,订阅 1,02/03/2025,Azure OpenAI - gpt-4o-mini-0718-Inp-glbl Tokens - US East 2,AAR-77863,d11e204d-d190-546c-9927-f9887ce16ed2,Compute,Cognitive Services,Azure OpenAI,Virginia,gpt-4o-mini-0718-Inp-glbl Tokens,254590.54299999995,0.0010997,279.9732201371,0.0010997,CNY,EastUS2,,Microsoft.CognitiveServices,/subscriptions/13e0be24-35ac-492c-bf7c-d364e69c3a6a/resourceGroups/ai/providers/Microsoft.CognitiveServices/accounts/4o-mini-east-us-2,4o-mini-east-us-2,,,,"""deployment"": ""gpt-4o-mini""",198711,广州越光信息科技有限公司,,1K,ai,,,,,MS-AZR-0017P,True,,Microsoft,gpt-4o-mini-0718-Inp-glbl,Usage,UsageBased,Azure,0.0010997,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,cl@xuannatech.onmicrosoft.com,上海泫拿科技有限公司,13e0be24-35ac-492c-bf7c-d364e69c3a6a,订阅 1,02/01/2025,Azure OpenAI - gpt-4o-mini-0718-Inp-glbl Tokens - US East 2,AAR-77863,d11e204d-d190-546c-9927-f9887ce16ed2,Compute,Cognitive Services,Azure OpenAI,Virginia,gpt-4o-mini-0718-Inp-glbl Tokens,54743.61600000001,0.0010997,60.2015545152,0.0010997,CNY,EastUS2,,Microsoft.CognitiveServices,/subscriptions/13e0be24-35ac-492c-bf7c-d364e69c3a6a/resourceGroups/ai/providers/Microsoft.CognitiveServices/accounts/4o-mini-east-us-2,4o-mini-east-us-2,,,,"""deployment"": ""gpt-4o-mini""",198711,广州越光信息科技有限公司,,1K,ai,,,,,MS-AZR-0017P,True,,Microsoft,gpt-4o-mini-0718-Inp-glbl,Usage,UsageBased,Azure,0.0010997,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,cl@xuannatech.onmicrosoft.com,上海泫拿科技有限公司,13e0be24-35ac-492c-bf7c-d364e69c3a6a,订阅 1,02/06/2025,Azure OpenAI - gpt 4o mini 0718 cached Inp glbl Tokens - US East 2,AAS-22262,f4b6c31e-baf4-5fbe-b3e1-c6bf31f1a3df,Compute,Cognitive Services,Azure OpenAI,Virginia,gpt 4o mini 0718 cached Inp glbl Tokens,48771.07199999999,0.00054985,26.8167739392,0.0005499,CNY,EastUS2,,Microsoft.CognitiveServices,/subscriptions/13e0be24-35ac-492c-bf7c-d364e69c3a6a/resourceGroups/ai/providers/Microsoft.CognitiveServices/accounts/4o-mini-east-us-2,4o-mini-east-us-2,,,,"""deployment"": ""gpt-4o-mini""",198711,广州越光信息科技有限公司,,1K,ai,,,,,MS-AZR-0017P,True,,Microsoft,gpt 4o mini 0718 cached Inp glbl,Usage,UsageBased,Azure,0.00054985,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,cl@xuannatech.onmicrosoft.com,上海泫拿科技有限公司,13e0be24-35ac-492c-bf7c-d364e69c3a6a,订阅 1,02/02/2025,Azure OpenAI - gpt-4o-mini-0718-Outp-glbl Tokens - US East 2,AAR-77779,5ed304ac-5888-55fb-baa2-8780d3698f81,Compute,Cognitive Services,Azure OpenAI,Virginia,gpt-4o-mini-0718-Outp-glbl Tokens,56905.605,0.0043988,250.316375274,0.0043988,CNY,EastUS2,,Microsoft.CognitiveServices,/subscriptions/13e0be24-35ac-492c-bf7c-d364e69c3a6a/resourceGroups/ai/providers/Microsoft.CognitiveServices/accounts/4o-mini-east-us-2,4o-mini-east-us-2,,,,"""deployment"": ""gpt-4o-mini""",198711,广州越光信息科技有限公司,,1K,ai,,,,,MS-AZR-0017P,True,,Microsoft,gpt-4o-mini-0718-Outp-glbl,Usage,UsageBased,Azure,0.0043988,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,cl@xuannatech.onmicrosoft.com,上海泫拿科技有限公司,13e0be24-35ac-492c-bf7c-d364e69c3a6a,订阅 1,02/06/2025,Azure OpenAI - gpt-4o-mini-0718-Inp-glbl Tokens - US East 2,AAR-77863,d11e204d-d190-546c-9927-f9887ce16ed2,Compute,Cognitive Services,Azure OpenAI,Virginia,gpt-4o-mini-0718-Inp-glbl Tokens,295654.854,0.0010997,325.1316429438,0.0010997,CNY,EastUS2,,Microsoft.CognitiveServices,/subscriptions/13e0be24-35ac-492c-bf7c-d364e69c3a6a/resourceGroups/ai/providers/Microsoft.CognitiveServices/accounts/4o-mini-east-us-2,4o-mini-east-us-2,,,,"""deployment"": ""gpt-4o-mini""",198711,广州越光信息科技有限公司,,1K,ai,,,,,MS-AZR-0017P,True,,Microsoft,gpt-4o-mini-0718-Inp-glbl,Usage,UsageBased,Azure,0.0010997,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,cl@xuannatech.onmicrosoft.com,上海泫拿科技有限公司,13e0be24-35ac-492c-bf7c-d364e69c3a6a,订阅 1,02/05/2025,Azure OpenAI - gpt-4o-mini-0718-Inp-glbl Tokens - US East 2,AAR-77863,d11e204d-d190-546c-9927-f9887ce16ed2,Compute,Cognitive Services,Azure OpenAI,Virginia,gpt-4o-mini-0718-Inp-glbl Tokens,291677.60500000004,0.0010997,320.7578622185,0.0010997,CNY,EastUS2,,Microsoft.CognitiveServices,/subscriptions/13e0be24-35ac-492c-bf7c-d364e69c3a6a/resourceGroups/ai/providers/Microsoft.CognitiveServices/accounts/4o-mini-east-us-2,4o-mini-east-us-2,,,,"""deployment"": ""gpt-4o-mini""",198711,广州越光信息科技有限公司,,1K,ai,,,,,MS-AZR-0017P,True,,Microsoft,gpt-4o-mini-0718-Inp-glbl,Usage,UsageBased,Azure,0.0010997,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,cl@xuannatech.onmicrosoft.com,上海泫拿科技有限公司,13e0be24-35ac-492c-bf7c-d364e69c3a6a,订阅 1,02/04/2025,Azure OpenAI - gpt-4o-mini-0718-Inp-glbl Tokens - US East 2,AAR-77863,d11e204d-d190-546c-9927-f9887ce16ed2,Compute,Cognitive Services,Azure OpenAI,Virginia,gpt-4o-mini-0718-Inp-glbl Tokens,273603.681,0.0010997,300.8819679957,0.0010997,CNY,EastUS2,,Microsoft.CognitiveServices,/subscriptions/13e0be24-35ac-492c-bf7c-d364e69c3a6a/resourceGroups/ai/providers/Microsoft.CognitiveServices/accounts/4o-mini-east-us-2,4o-mini-east-us-2,,,,"""deployment"": ""gpt-4o-mini""",198711,广州越光信息科技有限公司,,1K,ai,,,,,MS-AZR-0017P,True,,Microsoft,gpt-4o-mini-0718-Inp-glbl,Usage,UsageBased,Azure,0.0010997,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,cl@xuannatech.onmicrosoft.com,上海泫拿科技有限公司,13e0be24-35ac-492c-bf7c-d364e69c3a6a,订阅 1,02/07/2025,Azure OpenAI - gpt-4o-mini-0718-Outp-glbl Tokens - US East 2,AAR-77779,5ed304ac-5888-55fb-baa2-8780d3698f81,Compute,Cognitive Services,Azure OpenAI,Virginia,gpt-4o-mini-0718-Outp-glbl Tokens,177304.149,0.0043988,779.9254906212,0.0043988,CNY,EastUS2,,Microsoft.CognitiveServices,/subscriptions/13e0be24-35ac-492c-bf7c-d364e69c3a6a/resourceGroups/ai/providers/Microsoft.CognitiveServices/accounts/4o-mini-east-us-2,4o-mini-east-us-2,,,,"""deployment"": ""gpt-4o-mini""",198711,广州越光信息科技有限公司,,1K,ai,,,,,MS-AZR-0017P,True,,Microsoft,gpt-4o-mini-0718-Outp-glbl,Usage,UsageBased,Azure,0.0043988,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,cl@xuannatech.onmicrosoft.com,上海泫拿科技有限公司,13e0be24-35ac-492c-bf7c-d364e69c3a6a,订阅 1,02/05/2025,Azure OpenAI - gpt-4o-mini-0718-Outp-glbl Tokens - US East 2,AAR-77779,5ed304ac-5888-55fb-baa2-8780d3698f81,Compute,Cognitive Services,Azure OpenAI,Virginia,gpt-4o-mini-0718-Outp-glbl Tokens,180580.107,0.0043988,794.3357746716,0.0043988,CNY,EastUS2,,Microsoft.CognitiveServices,/subscriptions/13e0be24-35ac-492c-bf7c-d364e69c3a6a/resourceGroups/ai/providers/Microsoft.CognitiveServices/accounts/4o-mini-east-us-2,4o-mini-east-us-2,,,,"""deployment"": ""gpt-4o-mini""",198711,广州越光信息科技有限公司,,1K,ai,,,,,MS-AZR-0017P,True,,Microsoft,gpt-4o-mini-0718-Outp-glbl,Usage,UsageBased,Azure,0.0043988,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,cl@xuannatech.onmicrosoft.com,上海泫拿科技有限公司,13e0be24-35ac-492c-bf7c-d364e69c3a6a,订阅 1,02/04/2025,Azure OpenAI - gpt 4o mini 0718 cached Inp glbl Tokens - US East 2,AAS-22262,f4b6c31e-baf4-5fbe-b3e1-c6bf31f1a3df,Compute,Cognitive Services,Azure OpenAI,Virginia,gpt 4o mini 0718 cached Inp glbl Tokens,43142.528,0.00054985,23.7219190208,0.0005499,CNY,EastUS2,,Microsoft.CognitiveServices,/subscriptions/13e0be24-35ac-492c-bf7c-d364e69c3a6a/resourceGroups/ai/providers/Microsoft.CognitiveServices/accounts/4o-mini-east-us-2,4o-mini-east-us-2,,,,"""deployment"": ""gpt-4o-mini""",198711,广州越光信息科技有限公司,,1K,ai,,,,,MS-AZR-0017P,True,,Microsoft,gpt 4o mini 0718 cached Inp glbl,Usage,UsageBased,Azure,0.00054985,OnDemand,,,
81385508,北京神州数码云计算有限公司,02/01/2025,02/28/2025,81385508,北京神州数码云计算有限公司,cl@xuannatech.onmicrosoft.com,上海泫拿科技有限公司,13e0be24-35ac-492c-bf7c-d364e69c3a6a,订阅 1,02/02/2025,Azure OpenAI - gpt-4o-mini-0718-Inp-glbl Tokens - US East 2,AAR-77863,d11e204d-d190-546c-9927-f9887ce16ed2,Compute,Cognitive Services,Azure OpenAI,Virginia,gpt-4o-mini-0718-Inp-glbl Tokens,86752.575,0.0010997,95.4018067275,0.0010997,CNY,EastUS2,,Microsoft.CognitiveServices,/subscriptions/13e0be24-35ac-492c-bf7c-d364e69c3a6a/resourceGroups/ai/providers/Microsoft.CognitiveServices/accounts/4o-mini-east-us-2,4o-mini-east-us-2,,,,"""deployment"": ""gpt-4o-mini""",198711,广州越光信息科技有限公司,,1K,ai,,,,,MS-AZR-0017P,True,,Microsoft,gpt-4o-mini-0718-Inp-glbl,Usage,UsageBased,Azure,0.0010997,OnDemand,,,
